Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
BRX,BRIXMOR PROPERTY GROUP REIT INC,Real Estate,Equity,"5,480,207.36",0.01,"5,480,207.36","209,408.00",26.17,United States,New York Stock Exchange Inc.,USD,1,USD,-
VNO,VORNADO REALTY TRUST REIT,Real Estate,Equity,"5,452,194.59",0.01,"5,452,194.59","126,179.00",43.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
AES,AES CORP,Utilities,Equity,"5,439,149.08",0.01,"5,439,149.08","502,694.00",10.82,United States,New York Stock Exchange Inc.,USD,1,USD,-
QRVO,QORVO INC,Information Technology,Equity,"5,381,481.35",0.01,"5,381,481.35","68,215.00",78.89,United States,NASDAQ,USD,1,USD,-
SN,SHARKNINJA INC,Consumer Discretionary,Equity,"5,347,206.72",0.01,"5,347,206.72","46,856.00",114.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
CFLT,CONFLUENT INC CLASS A,Information Technology,Equity,"5,341,881.02",0.01,"5,341,881.02","178,718.00",29.89,United States,NASDAQ,USD,1,USD,-
LPX,LOUISIANA PACIFIC CORP,Materials,Equity,"5,336,012.16",0.01,"5,336,012.16","45,328.00",117.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
HRB,H&R BLOCK INC,Consumer Discretionary,Equity,"5,331,816.60",0.01,"5,331,816.60","98,373.00",54.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
MKTX,MARKETAXESS HOLDINGS INC,Financials,Equity,"5,314,382.69",0.01,"5,314,382.69","26,399.00",201.31,United States,NASDAQ,USD,1,USD,-
CE,CELANESE CORP,Materials,Equity,"5,305,356.68",0.01,"5,305,356.68","77,012.00",68.89,United States,New York Stock Exchange Inc.,USD,1,USD,-
JAZZ,JAZZ PHARMACEUTICALS PLC,Health Care,Equity,"5,279,958.18",0.01,"5,279,958.18","43,974.00",120.07,United States,NASDAQ,USD,1,USD,-
BROS,DUTCH BROS INC CLASS A,Consumer Discretionary,Equity,"5,269,459.50",0.01,"5,269,459.50","77,778.00",67.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
LSCC,LATTICE SEMICONDUCTOR CORP,Information Technology,Equity,"5,250,703.68",0.01,"5,250,703.68","96,948.00",54.16,United States,NASDAQ,USD,1,USD,-
AZEK,AZEK COMPANY INC CLASS A,Industrials,Equity,"5,234,100.96",0.01,"5,234,100.96","102,549.00",51.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
MKSI,MKS INSTRUMENTS INC,Information Technology,Equity,"5,234,986.04",0.01,"5,234,986.04","46,766.00",111.94,United States,NASDAQ,USD,1,USD,-
PB,PROSPERITY BANCSHARES INC,Financials,Equity,"5,218,787.13",0.01,"5,218,787.13","64,677.00",80.69,United States,New York Stock Exchange Inc.,USD,1,USD,-
H,HYATT HOTELS CORP CLASS A,Consumer Discretionary,Equity,"5,205,776.64",0.01,"5,205,776.64","31,296.00",166.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
CPB,CAMPBELL SOUP,Consumer Staples,Equity,"5,179,810.96",0.01,"5,179,810.96","138,202.00",37.48,United States,NASDAQ,USD,1,USD,-
FR,FIRST INDUSTRIAL REALTY TRUST INC,Real Estate,Equity,"5,166,231.40",0.01,"5,166,231.40","93,676.00",55.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
VOYA,VOYA FINANCIAL INC,Financials,Equity,"5,152,830.76",0.01,"5,152,830.76","72,739.00",70.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
MAT,MATTEL INC,Consumer Discretionary,Equity,"5,144,742.96",0.01,"5,144,742.96","240,072.00",21.43,United States,NASDAQ,USD,1,USD,-
AXS,AXIS CAPITAL HOLDINGS LTD,Financials,Equity,"5,132,978.24",0.01,"5,132,978.24","54,496.00",94.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
OSK,OSHKOSH CORP,Industrials,Equity,"5,124,173.92",0.01,"5,124,173.92","45,932.00",111.56,United States,New York Stock Exchange Inc.,USD,1,USD,-
BPOP,POPULAR INC,Financials,Equity,"5,126,952.05",0.01,"5,126,952.05","49,445.00",103.69,United States,NASDAQ,USD,1,USD,-
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Information Technology,Equity,"5,111,753.50",0.01,"5,111,753.50","39,473.00",129.5,United States,NASDAQ,USD,1,USD,-
WBA,WALGREEN BOOTS ALLIANCE INC,Consumer Staples,Equity,"5,110,907.40",0.01,"5,110,907.40","508,548.00",10.05,United States,NASDAQ,USD,1,USD,-
NNN,NNN REIT INC,Real Estate,Equity,"5,106,072.24",0.01,"5,106,072.24","131,532.00",38.82,United States,New York Stock Exchange Inc.,USD,1,USD,-
DOCS,DOXIMITY INC CLASS A,Health Care,Equity,"5,087,146.68",0.01,"5,087,146.68","87,318.00",58.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
KBR,KBR INC,Industrials,Equity,"5,035,209.60",0.01,"5,035,209.60","92,559.00",54.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
SSD,SIMPSON MANUFACTURING INC,Industrials,Equity,"5,027,442.67",0.01,"5,027,442.67","29,977.00",167.71,United States,New York Stock Exchange Inc.,USD,1,USD,-
IVZ,INVESCO LTD,Financials,Equity,"5,008,910.13",0.01,"5,008,910.13","261,289.00",19.17,United States,New York Stock Exchange Inc.,USD,1,USD,-
AZPN,ASPEN TECHNOLOGY INC,Information Technology,Equity,"5,005,351.95",0.01,"5,005,351.95","18,849.00",265.55,United States,NASDAQ,USD,1,USD,-
ESAB,ESAB CORP,Industrials,Equity,"5,002,227.45",0.01,"5,002,227.45","40,227.00",124.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
RYAN,RYAN SPECIALTY HOLDINGS INC CLASS,Financials,Equity,"4,996,023.24",0.01,"4,996,023.24","72,924.00",68.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
BWA,BORGWARNER INC,Consumer Discretionary,Equity,"4,988,813.76",0.01,"4,988,813.76","164,974.00",30.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
WSC,WILLSCOT HOLDINGS CORP CLASS A,Industrials,Equity,"4,921,895.11",0.01,"4,921,895.11","132,773.00",37.07,United States,NASDAQ,USD,1,USD,-
BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS I,Consumer Discretionary,Equity,"4,916,617.03",0.01,"4,916,617.03","40,363.00",121.81,United States,New York Stock Exchange Inc.,USD,1,USD,-
MTG,MGIC INVESTMENT CORP,Financials,Equity,"4,906,447.52",0.01,"4,906,447.52","192,712.00",25.46,United States,New York Stock Exchange Inc.,USD,1,USD,-
FRPT,FRESHPET INC,Consumer Staples,Equity,"4,903,503.18",0.01,"4,903,503.18","33,018.00",148.51,United States,NASDAQ,USD,1,USD,-
FCN,FTI CONSULTING INC,Industrials,Equity,"4,830,551.80",0.01,"4,830,551.80","24,977.00",193.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
FOX,FOX CORP CLASS B,Communication,Equity,"4,750,859.46",0.01,"4,750,859.46","94,151.00",50.46,United States,NASDAQ,USD,1,USD,-
UGI,UGI CORP,Utilities,Equity,"4,744,298.13",0.01,"4,744,298.13","148,213.00",32.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
OLED,UNIVERSAL DISPLAY CORP,Information Technology,Equity,"4,744,554.40",0.01,"4,744,554.40","32,930.00",144.08,United States,NASDAQ,USD,1,USD,-
CHRD,CHORD ENERGY CORP,Energy,Equity,"4,746,231.99",0.01,"4,746,231.99","43,837.00",108.27,United States,NASDAQ,USD,1,USD,-
CGNX,COGNEX CORP,Information Technology,Equity,"4,720,849.92",0.01,"4,720,849.92","122,112.00",38.66,United States,NASDAQ,USD,1,USD,-
BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,Equity,"4,713,119.45",0.01,"4,713,119.45","13,645.00",345.41,United States,New York Stock Exchange Inc.,USD,1,USD,-
R,RYDER SYSTEM INC,Industrials,Equity,"4,714,400.88",0.01,"4,714,400.88","30,051.00",156.88,United States,New York Stock Exchange Inc.,USD,1,USD,-
MTDR,MATADOR RESOURCES,Energy,Equity,"4,703,103.95",0.01,"4,703,103.95","83,285.00",56.47,United States,New York Stock Exchange Inc.,USD,1,USD,-
OMF,ONEMAIN HOLDINGS INC,Financials,Equity,"4,679,411.10",0.01,"4,679,411.10","82,355.00",56.82,United States,New York Stock Exchange Inc.,USD,1,USD,-
RLI,RLI CORP,Financials,Equity,"4,667,026.26",0.01,"4,667,026.26","59,826.00",78.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
S,SENTINELONE INC CLASS A,Information Technology,Equity,"4,663,771.52",0.01,"4,663,771.52","195,628.00",23.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
AWI,ARMSTRONG WORLD INDUSTRIES INC,Industrials,Equity,"4,656,219.45",0.01,"4,656,219.45","30,403.00",153.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
BSY,BENTLEY SYSTEMS INC CLASS B,Information Technology,Equity,"4,639,225.44",0.01,"4,639,225.44","99,256.00",46.74,United States,NASDAQ,USD,1,USD,-
FAF,FIRST AMERICAN FINANCIAL CORP,Financials,Equity,"4,634,622.30",0.01,"4,634,622.30","72,303.00",64.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
MTN,VAIL RESORTS INC,Consumer Discretionary,Equity,"4,599,618.24",0.01,"4,599,618.24","27,146.00",169.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
VMI,VALMONT INDS INC,Industrials,Equity,"4,593,766.52",0.01,"4,593,766.52","13,886.00",330.82,United States,New York Stock Exchange Inc.,USD,1,USD,-
STAG,STAG INDUSTRIAL REIT INC,Real Estate,Equity,"4,591,062.00",0.01,"4,591,062.00","131,700.00",34.86,United States,New York Stock Exchange Inc.,USD,1,USD,-
OLLI,OLLIES BARGAIN OUTLET HOLDINGS INC,Consumer Discretionary,Equity,"4,583,915.70",0.01,"4,583,915.70","42,483.00",107.9,United States,NASDAQ,USD,1,USD,-
NFG,NATIONAL FUEL GAS,Utilities,Equity,"4,569,053.11",0.01,"4,569,053.11","63,257.00",72.23,United States,New York Stock Exchange Inc.,USD,1,USD,-
ETSY,ETSY INC,Consumer Discretionary,Equity,"4,567,408.30",0.01,"4,567,408.30","82,355.00",55.46,United States,NASDAQ,USD,1,USD,-
WEX,WEX INC,Financials,Equity,"4,553,190.17",0.01,"4,553,190.17","29,969.00",151.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
MHK,MOHAWK INDUSTRIES INC,Consumer Discretionary,Equity,"4,520,452.14",0.01,"4,520,452.14","37,062.00",121.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
VNOM,VIPER ENERGY INC CLASS A,Energy,Equity,"4,516,302.63",0.01,"4,516,302.63","90,853.00",49.71,United States,NASDAQ,USD,1,USD,-
PATH,UIPATH INC CLASS A,Information Technology,Equity,"4,516,440.24",0.01,"4,516,440.24","316,056.00",14.29,United States,New York Stock Exchange Inc.,USD,1,USD,-
STWD,STARWOOD PROPERTY TRUST REIT INC,Financials,Equity,"4,500,138.65",0.01,"4,500,138.65","227,165.00",19.81,United States,New York Stock Exchange Inc.,USD,1,USD,-
SLM,SLM CORP,Financials,Equity,"4,496,742.10",0.01,"4,496,742.10","149,642.00",30.05,United States,NASDAQ,USD,1,USD,-
MSA,MSA SAFETY INC,Industrials,Equity,"4,474,609.66",0.01,"4,474,609.66","26,902.00",166.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
LITE,LUMENTUM HOLDINGS INC,Information Technology,Equity,"4,471,790.85",0.01,"4,471,790.85","48,255.00",92.67,United States,NASDAQ,USD,1,USD,-
PARA,PARAMOUNT GLOBAL CLASS B,Communication,Equity,"4,465,082.72",0.01,"4,465,082.72","411,908.00",10.84,United States,NASDAQ,USD,1,USD,-
LNC,LINCOLN NATIONAL CORP,Financials,Equity,"4,462,736.74",0.01,"4,462,736.74","124,762.00",35.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
UHALB,U HAUL NON VOTING SERIES N,Industrials,Equity,"4,456,778.70",0.01,"4,456,778.70","71,081.00",62.7,United States,New York Stock Exchange Inc.,USD,1,USD,-
KEX,KIRBY CORP,Industrials,Equity,"4,450,582.40",0.01,"4,450,582.40","41,536.00",107.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
RHI,ROBERT HALF,Industrials,Equity,"4,440,933.40",0.01,"4,440,933.40","73,162.00",60.7,United States,New York Stock Exchange Inc.,USD,1,USD,-
COLD,AMERICOLD REALTY INC TRUST,Real Estate,Equity,"4,441,336.14",0.01,"4,441,336.14","202,431.00",21.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
SITE,SITEONE LANDSCAPE SUPPLY INC,Industrials,Equity,"4,438,465.25",0.01,"4,438,465.25","32,315.00",137.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
AGCO,AGCO CORP,Industrials,Equity,"4,435,924.07",0.01,"4,435,924.07","45,223.00",98.09,United States,New York Stock Exchange Inc.,USD,1,USD,-
HR,HEALTHCARE REALTY TRUST INC CLASS,Real Estate,Equity,"4,419,826.45",0.01,"4,419,826.45","267,059.00",16.55,United States,New York Stock Exchange Inc.,USD,1,USD,-
U,UNITY SOFTWARE INC,Information Technology,Equity,"4,413,071.78",0.01,"4,413,071.78","208,262.00",21.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,Equity,"4,410,537.75",0.01,"4,410,537.75","27,609.00",159.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
NOV,NOV INC,Energy,Equity,"4,391,056.80",0.01,"4,391,056.80","283,660.00",15.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
BRKR,BRUKER CORP,Health Care,Equity,"4,353,594.30",0.01,"4,353,594.30","77,715.00",56.02,United States,NASDAQ,USD,1,USD,-
RITM,RITHM CAPITAL CORP,Financials,Equity,"4,336,049.88",0.01,"4,336,049.88","364,068.00",11.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
DAR,DARLING INGREDIENTS INC,Consumer Staples,Equity,"4,312,500.50",0.01,"4,312,500.50","112,013.00",38.5,United States,New York Stock Exchange Inc.,USD,1,USD,-
RH,RH,Consumer Discretionary,Equity,"4,293,476.53",0.01,"4,293,476.53","10,339.00",415.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
VNT,VONTIER CORP,Information Technology,Equity,"4,272,322.32",0.01,"4,272,322.32","109,998.00",38.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
THG,HANOVER INSURANCE GROUP INC,Financials,Equity,"4,229,470.76",0.01,"4,229,470.76","25,468.00",166.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
LAZ,LAZARD INC,Financials,Equity,"4,217,077.50",0.01,"4,217,077.50","77,250.00",54.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
IDA,IDACORP INC,Utilities,Equity,"4,204,427.04",0.01,"4,204,427.04","37,796.00",111.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
DINO,HF SINCLAIR CORP,Energy,Equity,"4,188,085.72",0.01,"4,188,085.72","114,179.00",36.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
COLB,COLUMBIA BANKING SYSTEM INC,Financials,Equity,"4,181,271.21",0.01,"4,181,271.21","146,557.00",28.53,United States,NASDAQ,USD,1,USD,-
JHG,JANUS HENDERSON GROUP PLC,Financials,Equity,"4,172,689.94",0.01,"4,172,689.94","91,067.00",45.82,United States,New York Stock Exchange Inc.,USD,1,USD,-
BEN,FRANKLIN RESOURCES INC,Financials,Equity,"4,156,956.28",0.01,"4,156,956.28","201,892.00",20.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
ARW,ARROW ELECTRONICS INC,Information Technology,Equity,"4,156,413.04",0.01,"4,156,413.04","37,882.00",109.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
ELAN,ELANCO ANIMAL HEALTH INC,Health Care,Equity,"4,141,847.43",0.01,"4,141,847.43","346,019.00",11.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
AMG,AFFILIATED MANAGERS GROUP INC,Financials,Equity,"4,142,167.58",0.01,"4,142,167.58","22,667.00",182.74,United States,New York Stock Exchange Inc.,USD,1,USD,-
GNTX,GENTEX CORP,Consumer Discretionary,Equity,"4,134,129.04",0.01,"4,134,129.04","165,101.00",25.04,United States,NASDAQ,USD,1,USD,-
ESI,ELEMENT SOLUTIONS INC,Materials,Equity,"4,116,630.20",0.01,"4,116,630.20","160,555.00",25.64,United States,New York Stock Exchange Inc.,USD,1,USD,-
FNB,FNB CORP,Financials,Equity,"4,111,240.10",0.01,"4,111,240.10","257,758.00",15.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
CROX,CROCS INC,Consumer Discretionary,Equity,"4,099,431.84",0.01,"4,099,431.84","42,917.00",95.52,United States,NASDAQ,USD,1,USD,-
XP,XP CLASS A INC,Financials,Equity,"4,091,684.75",0.01,"4,091,684.75","289,165.00",14.15,Brazil,NASDAQ,USD,1,USD,-
LSTR,LANDSTAR SYSTEM INC,Industrials,Equity,"4,073,319.00",0.01,"4,073,319.00","25,275.00",161.16,United States,NASDAQ,USD,1,USD,-
CRUS,CIRRUS LOGIC INC,Information Technology,Equity,"4,008,299.90",0.01,"4,008,299.90","38,390.00",104.41,United States,NASDAQ,USD,1,USD,-
LFUS,LITTELFUSE INC,Information Technology,Equity,"3,976,675.30",0.01,"3,976,675.30","17,030.00",233.51,United States,NASDAQ,USD,1,USD,-
OZK,BANK OZK,Financials,Equity,"3,968,971.16",0.01,"3,968,971.16","74,858.00",53.02,United States,NASDAQ,USD,1,USD,-
SIRI,SIRIUSXM HOLDINGS INC,Communication,Equity,"3,952,751.87",0.01,"3,952,751.87","152,557.00",25.91,United States,NASDAQ,USD,1,USD,-
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,Industrials,Equity,"3,910,509.76",0.01,"3,910,509.76","36,836.00",106.16,United States,NASDAQ,USD,1,USD,-
WHR,WHIRLPOOL CORP,Consumer Discretionary,Equity,"3,890,029.05",0.01,"3,890,029.05","37,815.00",102.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
GTES,GATES INDUSTRIAL PLC,Industrials,Equity,"3,888,119.34",0.01,"3,888,119.34","167,447.00",23.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
AM,ANTERO MIDSTREAM CORP,Energy,Equity,"3,849,785.10",0.01,"3,849,785.10","239,862.00",16.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
TKR,TIMKEN,Industrials,Equity,"3,834,709.12",0.01,"3,834,709.12","47,179.00",81.28,United States,New York Stock Exchange Inc.,USD,1,USD,-
HXL,HEXCEL CORP,Industrials,Equity,"3,836,154.14",0.01,"3,836,154.14","59,374.00",64.61,United States,New York Stock Exchange Inc.,USD,1,USD,-
INSP,INSPIRE MEDICAL SYSTEMS INC,Health Care,Equity,"3,830,054.56",0.01,"3,830,054.56","21,136.00",181.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
BFB,BROWN FORMAN CORP CLASS B,Consumer Staples,Equity,"3,817,721.28",0.01,"3,817,721.28","122,128.00",31.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
POST,POST HOLDINGS INC,Consumer Staples,Equity,"3,809,477.96",0.01,"3,809,477.96","35,986.00",105.86,United States,New York Stock Exchange Inc.,USD,1,USD,-
BYD,BOYD GAMING CORP,Consumer Discretionary,Equity,"3,802,395.15",0.01,"3,802,395.15","48,395.00",78.57,United States,New York Stock Exchange Inc.,USD,1,USD,-
TPG,TPG INC CLASS A,Financials,Equity,"3,796,015.36",0.01,"3,796,015.36","59,536.00",63.76,United States,NASDAQ,USD,1,USD,-
LOPE,GRAND CANYON EDUCATION INC,Consumer Discretionary,Equity,"3,772,843.03",0.01,"3,772,843.03","20,779.00",181.57,United States,NASDAQ,USD,1,USD,-
CLF,CLEVELAND CLIFFS INC,Materials,Equity,"3,761,349.02",0.01,"3,761,349.02","352,847.00",10.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
LEA,LEAR CORP,Consumer Discretionary,Equity,"3,732,917.10",0.01,"3,732,917.10","39,435.00",94.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
APPF,APPFOLIO INC CLASS A,Information Technology,Equity,"3,725,841.30",0.01,"3,725,841.30","16,446.00",226.55,United States,NASDAQ,USD,1,USD,-
THO,THOR INDUSTRIES INC,Consumer Discretionary,Equity,"3,716,348.80",0.01,"3,716,348.80","36,832.00",100.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
SGAFT,CASH COLLATERAL USD SGAFT,Cash and/or Derivatives,Cash Collateral and Margins,"3,711,000.00",0.01,"3,711,000.00","3,711,000.00",100,United States,-,USD,1,USD,1-Sep-16
VVV,VALVOLINE INC,Consumer Discretionary,Equity,"3,660,397.98",0.01,"3,660,397.98","92,481.00",39.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
FIVE,FIVE BELOW INC,Consumer Discretionary,Equity,"3,630,029.48",0.01,"3,630,029.48","38,642.00",93.94,United States,NASDAQ,USD,1,USD,-
GXO,GXO LOGISTICS INC,Industrials,Equity,"3,617,230.35",0.01,"3,617,230.35","82,491.00",43.85,United States,New York Stock Exchange Inc.,USD,1,USD,-
SEE,SEALED AIR,Materials,Equity,"3,597,322.82",0.01,"3,597,322.82","104,029.00",34.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
WTM,WHITE MOUNTAINS INSURANCE GROUP LT,Financials,Equity,"3,584,863.08",0.01,"3,584,863.08","1,814.00","1,976.22",United States,New York Stock Exchange Inc.,USD,1,USD,-
IONS,IONIS PHARMACEUTICALS INC,Health Care,Equity,"3,575,660.66",0.01,"3,575,660.66","109,582.00",32.63,United States,NASDAQ,USD,1,USD,-
AN,AUTONATION INC,Consumer Discretionary,Equity,"3,528,838.11",0.01,"3,528,838.11","18,219.00",193.69,United States,New York Stock Exchange Inc.,USD,1,USD,-
LYFT,LYFT INC CLASS A,Industrials,Equity,"3,503,767.68",0.01,"3,503,767.68","249,024.00",14.07,United States,NASDAQ,USD,1,USD,-
CCCS,CCC INTELLIGENT SOLUTIONS HOLDINGS,Information Technology,Equity,"3,504,340.19",0.01,"3,504,340.19","315,991.00",11.09,United States,NASDAQ,USD,1,USD,-
NXST,NEXSTAR MEDIA GROUP INC,Communication,Equity,"3,478,244.40",0.01,"3,478,244.40","22,936.00",151.65,United States,NASDAQ,USD,1,USD,-
DLB,DOLBY LABORATORIES INC CLASS A,Information Technology,Equity,"3,430,728.62",0.01,"3,430,728.62","40,634.00",84.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
HCP,HASHICORP INC CLASS A,Information Technology,Equity,"3,414,042.00",0.01,"3,414,042.00","100,413.00",34,United States,NASDAQ,USD,1,USD,-
PEGA,PEGASYSTEMS INC,Information Technology,Equity,"3,409,695.30",0.01,"3,409,695.30","32,390.00",105.27,United States,NASDAQ,USD,1,USD,-
CIVI,CIVITAS RESOURCES INC,Energy,Equity,"3,403,617.84",0.01,"3,403,617.84","70,776.00",48.09,United States,New York Stock Exchange Inc.,USD,1,USD,-
AGO,ASSURED GUARANTY LTD,Financials,Equity,"3,393,669.32",0.01,"3,393,669.32","36,076.00",94.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
SON,SONOCO PRODUCTS,Materials,Equity,"3,395,578.88",0.01,"3,395,578.88","71,216.00",47.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
AL,AIR LEASE CORP CLASS A,Industrials,Equity,"3,378,571.84",0.01,"3,378,571.84","73,066.00",46.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
WFRD,WEATHERFORD INTERNATIONAL PLC,Energy,Equity,"3,346,105.20",0.01,"3,346,105.20","51,195.00",65.36,United States,NASDAQ,USD,1,USD,-
CUZ,COUSINS PROPERTIES REIT INC,Real Estate,Equity,"3,339,701.82",0.01,"3,339,701.82","108,927.00",30.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
ELF,ELF BEAUTY INC,Consumer Staples,Equity,"3,314,569.93",0.01,"3,314,569.93","37,457.00",88.49,United States,New York Stock Exchange Inc.,USD,1,USD,-
SLGN,SILGAN HOLDINGS INC,Materials,Equity,"3,305,602.56",0.01,"3,305,602.56","60,944.00",54.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
BC,BRUNSWICK CORP,Consumer Discretionary,Equity,"3,298,855.65",0.01,"3,298,855.65","49,719.00",66.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
ROIV,ROIVANT SCIENCES LTD,Health Care,Equity,"3,291,544.70",0.01,"3,291,544.70","302,810.00",10.87,United States,NASDAQ,USD,1,USD,-
GAP,GAP INC,Consumer Discretionary,Equity,"3,230,497.71",0.01,"3,230,497.71","139,667.00",23.13,United States,New York Stock Exchange Inc.,USD,1,USD,-
W,WAYFAIR INC CLASS A,Consumer Discretionary,Equity,"3,220,402.08",0.01,"3,220,402.08","67,984.00",47.37,United States,New York Stock Exchange Inc.,USD,1,USD,-
CHH,CHOICE HOTELS INTERNATIONAL INC,Consumer Discretionary,Equity,"3,169,154.43",0.01,"3,169,154.43","20,319.00",155.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
FMC,FMC CORP,Materials,Equity,"3,133,479.86",0.01,"3,133,479.86","87,871.00",35.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
AVT,AVNET INC,Information Technology,Equity,"3,111,991.04",0.01,"3,111,991.04","61,648.00",50.48,United States,NASDAQ,USD,1,USD,-
KMPR,KEMPER CORP,Financials,Equity,"3,085,452.50",0.01,"3,085,452.50","44,395.00",69.5,United States,New York Stock Exchange Inc.,USD,1,USD,-
EEFT,EURONET WORLDWIDE INC,Financials,Equity,"3,035,909.52",0.01,"3,035,909.52","31,224.00",97.23,United States,NASDAQ,USD,1,USD,-
PVH,PVH CORP,Consumer Discretionary,Equity,"3,033,781.70",0.01,"3,033,781.70","38,315.00",79.18,United States,New York Stock Exchange Inc.,USD,1,USD,-
KRC,KILROY REALTY REIT CORP,Real Estate,Equity,"3,027,496.50",0.01,"3,027,496.50","81,450.00",37.17,United States,New York Stock Exchange Inc.,USD,1,USD,-
SPR,SPIRIT AEROSYSTEMS INC CLASS A,Industrials,Equity,"2,895,487.56",0.01,"2,895,487.56","83,132.00",34.83,United States,New York Stock Exchange Inc.,USD,1,USD,-
NWL,NEWELL BRANDS INC,Consumer Discretionary,Equity,"2,872,590.81",0.01,"2,872,590.81","296,449.00",9.69,United States,NASDAQ,USD,1,USD,-
RYN,RAYONIER REIT INC,Real Estate,Equity,"2,845,193.95",0.01,"2,845,193.95","107,977.00",26.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
MSGS,MADISON SQUARE GARDEN SPORTS CORP,Communication,Equity,"2,828,424.65",0.01,"2,828,424.65","13,445.00",210.37,United States,New York Stock Exchange Inc.,USD,1,USD,-
RARE,ULTRAGENYX PHARMACEUTICAL INC,Health Care,Equity,"2,819,086.62",0.01,"2,819,086.62","61,579.00",45.78,United States,NASDAQ,USD,1,USD,-
DXC,DXC TECHNOLOGY,Information Technology,Equity,"2,813,820.30",0.01,"2,813,820.30","125,898.00",22.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
ZG,ZILLOW GROUP INC CLASS A,Real Estate,Equity,"2,801,380.54",0.01,"2,801,380.54","33,322.00",84.07,United States,NASDAQ,USD,1,USD,-
M,MACYS INC,Consumer Discretionary,Equity,"2,795,520.40",0.01,"2,795,520.40","191,474.00",14.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
OGN,ORGANON,Health Care,Equity,"2,789,105.46",0.01,"2,789,105.46","187,314.00",14.89,United States,New York Stock Exchange Inc.,USD,1,USD,-
