Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
KR,KROGER,Consumer Staples,Equity,"30,562,808.59",0.08,"30,562,808.59","470,849.00",64.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
VLO,VALERO ENERGY CORP,Energy,Equity,"30,544,663.37",0.08,"30,544,663.37","227,453.00",134.29,United States,New York Stock Exchange Inc.,USD,1,USD,-
VRT,VERTIV HOLDINGS CLASS A,Industrials,Equity,"30,344,806.24",0.08,"30,344,806.24","253,804.00",119.56,United States,New York Stock Exchange Inc.,USD,1,USD,-
FAST,FASTENAL,Industrials,Equity,"30,309,766.25",0.08,"30,309,766.25","406,025.00",74.65,United States,NASDAQ,USD,1,USD,-
A,AGILENT TECHNOLOGIES INC,Health Care,Equity,"30,143,806.44",0.08,"30,143,806.44","204,171.00",147.64,United States,New York Stock Exchange Inc.,USD,1,USD,-
NET,CLOUDFLARE INC CLASS A,Information Technology,Equity,"30,116,305.12",0.08,"30,116,305.12","212,806.00",141.52,United States,New York Stock Exchange Inc.,USD,1,USD,-
EW,EDWARDS LIFESCIENCES CORP,Health Care,Equity,"30,088,188.63",0.08,"30,088,188.63","423,837.00",70.99,United States,New York Stock Exchange Inc.,USD,1,USD,-
AME,AMETEK INC,Industrials,Equity,"30,044,434.30",0.08,"30,044,434.30","164,267.00",182.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,Equity,"29,761,578.00",0.07,"29,761,578.00","354,600.00",83.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
VRSK,VERISK ANALYTICS INC,Industrials,Equity,"29,664,891.20",0.07,"29,664,891.20","100,576.00",294.95,United States,NASDAQ,USD,1,USD,-
EXC,EXELON CORP,Utilities,Equity,"29,385,791.20",0.07,"29,385,791.20","714,635.00",41.12,United States,NASDAQ,USD,1,USD,-
GLW,CORNING INC,Information Technology,Equity,"29,150,030.05",0.07,"29,150,030.05","543,337.00",53.65,United States,New York Stock Exchange Inc.,USD,1,USD,-
COR,CENCORA INC,Health Care,Equity,"29,009,620.19",0.07,"29,009,620.19","117,863.00",246.13,United States,New York Stock Exchange Inc.,USD,1,USD,-
PRU,PRUDENTIAL FINANCIAL INC,Financials,Equity,"28,920,468.72",0.07,"28,920,468.72","254,761.00",113.52,United States,New York Stock Exchange Inc.,USD,1,USD,-
YUM,YUM BRANDS INC,Consumer Discretionary,Equity,"28,719,050.24",0.07,"28,719,050.24","199,424.00",144.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,Equity,"28,629,454.70",0.07,"28,629,454.70","323,314.00",88.55,United States,NASDAQ,USD,1,USD,-
IT,GARTNER INC,Information Technology,Equity,"28,580,248.20",0.07,"28,580,248.20","53,476.00",534.45,United States,New York Stock Exchange Inc.,USD,1,USD,-
DHI,D R HORTON INC,Consumer Discretionary,Equity,"28,247,240.97",0.07,"28,247,240.97","207,441.00",136.17,United States,New York Stock Exchange Inc.,USD,1,USD,-
HES,HESS CORP,Energy,Equity,"28,192,691.34",0.07,"28,192,691.34","198,638.00",141.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
CCI,CROWN CASTLE INC,Real Estate,Equity,"27,914,480.64",0.07,"27,914,480.64","309,336.00",90.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,Equity,"27,733,565.34",0.07,"27,733,565.34","134,199.00",206.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
OTIS,OTIS WORLDWIDE CORP,Industrials,Equity,"27,513,138.30",0.07,"27,513,138.30","286,446.00",96.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
XEL,XCEL ENERGY INC,Utilities,Equity,"27,432,078.24",0.07,"27,432,078.24","408,702.00",67.12,United States,NASDAQ,USD,1,USD,-
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Equity,"27,283,145.80",0.07,"27,283,145.80","139,285.00",195.88,United States,NASDAQ,USD,1,USD,-
IDXX,IDEXX LABORATORIES INC,Health Care,Equity,"26,956,576.80",0.07,"26,956,576.80","58,530.00",460.56,United States,NASDAQ,USD,1,USD,-
HUBS,HUBSPOT INC,Information Technology,Equity,"26,957,876.40",0.07,"26,957,876.40","34,648.00",778.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
KVUE,KENVUE INC,Consumer Staples,Equity,"26,875,906.20",0.07,"26,875,906.20","1,357,369.00",19.8,United States,New York Stock Exchange Inc.,USD,1,USD,-
IQV,IQVIA HOLDINGS INC,Health Care,Equity,"26,827,429.04",0.07,"26,827,429.04","127,774.00",209.96,United States,New York Stock Exchange Inc.,USD,1,USD,-
IR,INGERSOLL RAND INC,Industrials,Equity,"26,433,430.53",0.07,"26,433,430.53","286,169.00",92.37,United States,New York Stock Exchange Inc.,USD,1,USD,-
FERG,FERGUSON ENTERPRISES INC,Consumer Discretionary,Equity,"26,140,957.08",0.07,"26,140,957.08","143,411.00",182.28,United States,New York Stock Exchange Inc.,USD,1,USD,-
VMC,VULCAN MATERIALS,Materials,Equity,"26,012,554.77",0.07,"26,012,554.77","93,837.00",277.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
F,FORD MOTOR CO,Consumer Discretionary,Equity,"25,774,506.24",0.06,"25,774,506.24","2,783,424.00",9.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
UAL,UNITED AIRLINES HOLDINGS INC,Industrials,Equity,"25,500,387.05",0.06,"25,500,387.05","233,627.00",109.15,United States,NASDAQ,USD,1,USD,-
ALNY,ALNYLAM PHARMACEUTICALS INC,Health Care,Equity,"25,485,195.75",0.06,"25,485,195.75","91,591.00",278.25,United States,NASDAQ,USD,1,USD,-
HOOD,ROBINHOOD MARKETS INC CLASS A,Financials,Equity,"25,397,448.05",0.06,"25,397,448.05","477,665.00",53.17,United States,NASDAQ,USD,1,USD,-
ARES,ARES MANAGEMENT CORP CLASS A,Financials,Equity,"25,256,164.23",0.06,"25,256,164.23","131,769.00",191.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
SYY,SYSCO CORP,Consumer Staples,Equity,"25,159,768.20",0.06,"25,159,768.20","353,070.00",71.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,Equity,"25,143,223.22",0.06,"25,143,223.22","121,178.00",207.49,United States,New York Stock Exchange Inc.,USD,1,USD,-
RBLX,ROBLOX CORP CLASS A,Communication,Equity,"25,062,742.24",0.06,"25,062,742.24","373,402.00",67.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,Equity,"25,059,462.09",0.06,"25,059,462.09","104,663.00",239.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
ETR,ENTERGY CORP,Utilities,Equity,"25,051,094.94",0.06,"25,051,094.94","302,586.00",82.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
EA,ELECTRONIC ARTS INC,Communication,Equity,"25,032,480.00",0.06,"25,032,480.00","189,640.00",132,United States,NASDAQ,USD,1,USD,-
KDP,KEURIG DR PEPPER INC,Consumer Staples,Equity,"24,645,403.00",0.06,"24,645,403.00","795,013.00",31,United States,NASDAQ,USD,1,USD,-
RMD,RESMED INC,Health Care,Equity,"24,623,790.42",0.06,"24,623,790.42","103,819.00",237.18,United States,New York Stock Exchange Inc.,USD,1,USD,-
DXCM,DEXCOM INC,Health Care,Equity,"24,497,318.40",0.06,"24,497,318.40","277,370.00",88.32,United States,NASDAQ,USD,1,USD,-
NDAQ,NASDAQ INC,Financials,Equity,"24,453,899.52",0.06,"24,453,899.52","291,952.00",83.76,United States,NASDAQ,USD,1,USD,-
GRMN,GARMIN LTD,Consumer Discretionary,Equity,"24,145,030.80",0.06,"24,145,030.80","109,860.00",219.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
ACGL,ARCH CAPITAL GROUP LTD,Financials,Equity,"23,968,596.68",0.06,"23,968,596.68","255,311.00",93.88,United States,NASDAQ,USD,1,USD,-
HUM,HUMANA INC,Health Care,Equity,"23,877,809.48",0.06,"23,877,809.48","85,406.00",279.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
MTB,M&T BANK CORP,Financials,Equity,"23,865,239.30",0.06,"23,865,239.30","118,174.00",201.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
MLM,MARTIN MARIETTA MATERIALS INC,Materials,Equity,"23,715,731.20",0.06,"23,715,731.20","43,480.00",545.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
WTW,WILLIS TOWERS WATSON PLC,Financials,Equity,"23,699,994.27",0.06,"23,699,994.27","72,497.00",326.91,United States,NASDAQ,USD,1,USD,-
PCG,PG&E CORP,Utilities,Equity,"23,635,606.80",0.06,"23,635,606.80","1,515,103.00",15.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
ED,CONSOLIDATED EDISON INC,Utilities,Equity,"23,603,186.62",0.06,"23,603,186.62","247,361.00",95.42,United States,New York Stock Exchange Inc.,USD,1,USD,-
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,"23,604,573.40",0.06,"23,604,573.40","509,818.00",46.3,United States,NASDAQ,USD,1,USD,-
HIG,HARTFORD FINANCIAL SERVICES GROUP,Financials,Equity,"23,560,150.20",0.06,"23,560,150.20","207,615.00",113.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Communication,Equity,"23,492,641.83",0.06,"23,492,641.83","66,493.00",353.31,United States,NASDAQ,USD,1,USD,-
GIS,GENERAL MILLS INC,Consumer Staples,Equity,"23,472,724.44",0.06,"23,472,724.44","396,231.00",59.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,Equity,"23,204,322.90",0.06,"23,204,322.90","148,698.00",156.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
EBAY,EBAY INC,Consumer Discretionary,Equity,"22,969,170.00",0.06,"22,969,170.00","340,284.00",67.5,United States,NASDAQ,USD,1,USD,-
DD,DUPONT DE NEMOURS INC,Materials,Equity,"22,970,108.20",0.06,"22,970,108.20","296,465.00",77.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
OXY,OCCIDENTAL PETROLEUM CORP,Energy,Equity,"22,740,575.04",0.06,"22,740,575.04","484,048.00",46.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
NUE,NUCOR CORP,Materials,Equity,"22,635,608.40",0.06,"22,635,608.40","169,937.00",133.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
WEC,WEC ENERGY GROUP INC,Utilities,Equity,"22,631,991.34",0.06,"22,631,991.34","224,546.00",100.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
HPQ,HP INC,Information Technology,Equity,"22,602,623.20",0.06,"22,602,623.20","693,332.00",32.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
XYL,XYLEM INC,Industrials,Equity,"22,535,113.08",0.06,"22,535,113.08","171,474.00",131.42,United States,New York Stock Exchange Inc.,USD,1,USD,-
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,Equity,"22,473,619.24",0.06,"22,473,619.24","122,753.00",183.08,United States,NASDAQ,USD,1,USD,-
VICI,VICI PPTYS INC,Real Estate,Equity,"22,465,108.78",0.06,"22,465,108.78","745,606.00",30.13,United States,New York Stock Exchange Inc.,USD,1,USD,-
CSGP,COSTAR GROUP INC,Real Estate,Equity,"22,452,180.31",0.06,"22,452,180.31","287,149.00",78.19,United States,NASDAQ,USD,1,USD,-
AVB,AVALONBAY COMMUNITIES REIT INC,Real Estate,Equity,"22,302,862.14",0.06,"22,302,862.14","100,563.00",221.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,Equity,"22,082,428.55",0.06,"22,082,428.55","124,345.00",177.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
RJF,RAYMOND JAMES INC,Financials,Equity,"22,019,952.45",0.06,"22,019,952.45","130,721.00",168.45,United States,New York Stock Exchange Inc.,USD,1,USD,-
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Equity,"22,004,004.60",0.06,"22,004,004.60","33,294.00",660.9,United States,NASDAQ,USD,1,USD,-
IRM,IRON MOUNTAIN INC,Real Estate,Equity,"21,990,834.00",0.06,"21,990,834.00","207,070.00",106.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
CAH,CARDINAL HEALTH INC,Health Care,Equity,"21,940,010.40",0.05,"21,940,010.40","172,688.00",127.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,"21,822,751.20",0.05,"21,822,751.20","81,210.00",268.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
LEN,LENNAR A CORP CLASS A,Consumer Discretionary,Equity,"21,575,364.75",0.05,"21,575,364.75","169,551.00",127.25,United States,New York Stock Exchange Inc.,USD,1,USD,-
EFX,EQUIFAX INC,Industrials,Equity,"21,563,179.88",0.05,"21,563,179.88","87,131.00",247.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
EQT,EQT CORP,Energy,Equity,"21,486,939.70",0.05,"21,486,939.70","417,790.00",51.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
FANG,DIAMONDBACK ENERGY INC,Energy,Equity,"21,488,988.43",0.05,"21,488,988.43","134,281.00",160.03,United States,NASDAQ,USD,1,USD,-
ANSS,ANSYS INC,Information Technology,Equity,"21,485,240.70",0.05,"21,485,240.70","61,985.00",346.62,United States,NASDAQ,USD,1,USD,-
FITB,FIFTH THIRD BANCORP,Financials,Equity,"21,448,731.00",0.05,"21,448,731.00","484,170.00",44.3,United States,NASDAQ,USD,1,USD,-
GDDY,GODADDY INC CLASS A,Information Technology,Equity,"21,223,582.00",0.05,"21,223,582.00","100,600.00",210.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
CNC,CENTENE CORP,Health Care,Equity,"21,034,743.73",0.05,"21,034,743.73","358,771.00",58.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
IP,INTERNATIONAL PAPER,Materials,Equity,"20,763,038.52",0.05,"20,763,038.52","372,498.00",55.74,United States,New York Stock Exchange Inc.,USD,1,USD,-
STT,STATE STREET CORP,Financials,Equity,"20,728,961.37",0.05,"20,728,961.37","208,143.00",99.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
DELL,DELL TECHNOLOGIES INC CLASS C,Information Technology,Equity,"20,500,286.40",0.05,"20,500,286.40","193,545.00",105.92,United States,New York Stock Exchange Inc.,USD,1,USD,-
MTD,METTLER TOLEDO INC,Health Care,Equity,"20,350,756.44",0.05,"20,350,756.44","14,994.00","1,357.26",United States,New York Stock Exchange Inc.,USD,1,USD,-
GPN,GLOBAL PAYMENTS INC,Financials,Equity,"20,304,103.95",0.05,"20,304,103.95","182,673.00",111.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
CVNA,CARVANA CLASS A,Consumer Discretionary,Equity,"20,271,195.59",0.05,"20,271,195.59","77,027.00",263.17,United States,New York Stock Exchange Inc.,USD,1,USD,-
TSCO,TRACTOR SUPPLY,Consumer Discretionary,Equity,"20,254,063.20",0.05,"20,254,063.20","381,720.00",53.06,United States,NASDAQ,USD,1,USD,-
SW,SMURFIT WESTROCK PLC,Materials,Equity,"20,189,357.76",0.05,"20,189,357.76","368,016.00",54.86,United States,New York Stock Exchange Inc.,USD,1,USD,-
CCL,CARNIVAL CORP,Consumer Discretionary,Equity,"20,020,169.12",0.05,"20,020,169.12","729,598.00",27.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,"19,969,466.22",0.05,"19,969,466.22","376,002.00",53.11,United States,NASDAQ,USD,1,USD,-
FTV,FORTIVE CORP,Industrials,Equity,"19,918,642.88",0.05,"19,918,642.88","249,482.00",79.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
DOV,DOVER CORP,Industrials,Equity,"19,884,151.62",0.05,"19,884,151.62","97,157.00",204.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
BR,BROADRIDGE FINANCIAL SOLUTIONS INC,Industrials,Equity,"19,859,362.11",0.05,"19,859,362.11","82,737.00",240.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,Equity,"19,772,161.68",0.05,"19,772,161.68","925,663.00",21.36,United States,New York Stock Exchange Inc.,USD,1,USD,-
CPNG,COUPANG INC CLASS A,Consumer Discretionary,Equity,"19,587,509.10",0.05,"19,587,509.10","820,935.00",23.86,United States,New York Stock Exchange Inc.,USD,1,USD,-
LPLA,LPL FINANCIAL HOLDINGS INC,Financials,Equity,"19,582,905.85",0.05,"19,582,905.85","52,777.00",371.05,United States,NASDAQ,USD,1,USD,-
EQR,EQUITY RESIDENTIAL REIT,Real Estate,Equity,"19,367,249.04",0.05,"19,367,249.04","268,542.00",72.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
DOW,DOW INC,Materials,Equity,"19,342,159.15",0.05,"19,342,159.15","498,895.00",38.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Staples,Equity,"19,318,926.12",0.05,"19,318,926.12","112,996.00",170.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
PPG,PPG INDUSTRIES INC,Materials,Equity,"19,193,851.30",0.05,"19,193,851.30","165,607.00",115.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
WSM,WILLIAMS SONOMA INC,Consumer Discretionary,Equity,"19,063,428.00",0.05,"19,063,428.00","90,348.00",211,United States,New York Stock Exchange Inc.,USD,1,USD,-
SYF,SYNCHRONY FINANCIAL,Financials,Equity,"19,046,278.30",0.05,"19,046,278.30","279,230.00",68.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
CDW,CDW CORP,Information Technology,Equity,"19,029,270.18",0.05,"19,029,270.18","95,213.00",199.86,United States,NASDAQ,USD,1,USD,-
CPAY,CORPAY INC,Financials,Equity,"18,869,412.45",0.05,"18,869,412.45","48,439.00",389.55,United States,New York Stock Exchange Inc.,USD,1,USD,-
MKL,MARKEL GROUP INC,Financials,Equity,"18,686,777.76",0.05,"18,686,777.76","9,072.00","2,059.83",United States,New York Stock Exchange Inc.,USD,1,USD,-
FCNCA,FIRST CITIZENS BANCSHARES INC CLAS,Financials,Equity,"18,649,735.39",0.05,"18,649,735.39","8,437.00","2,210.47",United States,NASDAQ,USD,1,USD,-
DECK,DECKERS OUTDOOR CORP,Consumer Discretionary,Equity,"18,616,149.66",0.05,"18,616,149.66","108,114.00",172.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
TYL,TYLER TECHNOLOGIES INC,Information Technology,Equity,"18,514,298.55",0.05,"18,514,298.55","30,063.00",615.85,United States,New York Stock Exchange Inc.,USD,1,USD,-
BRO,BROWN & BROWN INC,Financials,Equity,"18,392,782.59",0.05,"18,392,782.59","170,667.00",107.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
CHD,CHURCH AND DWIGHT INC,Consumer Staples,Equity,"18,294,172.60",0.05,"18,294,172.60","173,569.00",105.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
KHC,KRAFT HEINZ,Consumer Staples,Equity,"18,276,967.23",0.05,"18,276,967.23","630,023.00",29.01,United States,NASDAQ,USD,1,USD,-
NTAP,NETAPP INC,Information Technology,Equity,"18,256,331.24",0.05,"18,256,331.24","147,181.00",124.04,United States,NASDAQ,USD,1,USD,-
AEE,AMEREN CORP,Utilities,Equity,"18,208,156.50",0.05,"18,208,156.50","188,198.00",96.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
DTE,DTE ENERGY,Utilities,Equity,"18,031,640.00",0.05,"18,031,640.00","147,125.00",122.56,United States,New York Stock Exchange Inc.,USD,1,USD,-
VTR,VENTAS REIT INC,Real Estate,Equity,"18,012,093.69",0.05,"18,012,093.69","297,573.00",60.53,United States,New York Stock Exchange Inc.,USD,1,USD,-
PPL,PPL CORP,Utilities,Equity,"17,865,248.94",0.04,"17,865,248.94","523,754.00",34.11,United States,New York Stock Exchange Inc.,USD,1,USD,-
TPL,TEXAS PACIFIC LAND CORP,Energy,Equity,"17,866,027.26",0.04,"17,866,027.26","13,347.00","1,338.58",United States,New York Stock Exchange Inc.,USD,1,USD,-
HBAN,HUNTINGTON BANCSHARES INC,Financials,Equity,"17,676,327.24",0.04,"17,676,327.24","1,030,089.00",17.16,United States,NASDAQ,USD,1,USD,-
WBD,WARNER BROS. DISCOVERY INC SERIES,Communication,Equity,"17,549,355.00",0.04,"17,549,355.00","1,720,525.00",10.2,United States,NASDAQ,USD,1,USD,-
TROW,T ROWE PRICE GROUP INC,Financials,Equity,"17,327,805.60",0.04,"17,327,805.60","155,490.00",111.44,United States,NASDAQ,USD,1,USD,-
VLTO,VERALTO CORP,Industrials,Equity,"17,236,844.00",0.04,"17,236,844.00","175,100.00",98.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
WAT,WATERS CORP,Health Care,Equity,"17,221,270.70",0.04,"17,221,270.70","41,906.00",410.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
AWK,AMERICAN WATER WORKS INC,Utilities,Equity,"17,092,750.66",0.04,"17,092,750.66","137,867.00",123.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
EXE,EXPAND ENERGY CORP,Energy,Equity,"17,033,849.04",0.04,"17,033,849.04","163,992.00",103.87,United States,NASDAQ,USD,1,USD,-
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Financials,Equity,"17,034,174.28",0.04,"17,034,174.28","74,636.00",228.23,United States,NASDAQ,USD,1,USD,-
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,Equity,"17,028,131.94",0.04,"17,028,131.94","84,958.00",200.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
WST,WEST PHARMACEUTICAL SERVICES INC,Health Care,Equity,"16,983,844.71",0.04,"16,983,844.71","51,393.00",330.47,United States,New York Stock Exchange Inc.,USD,1,USD,-
LYV,LIVE NATION ENTERTAINMENT INC,Communication,Equity,"16,905,222.91",0.04,"16,905,222.91","112,709.00",149.99,United States,New York Stock Exchange Inc.,USD,1,USD,-
TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,Equity,"16,749,420.00",0.04,"16,749,420.00","32,842.00",510,United States,New York Stock Exchange Inc.,USD,1,USD,-
FE,FIRSTENERGY CORP,Utilities,Equity,"16,376,210.27",0.04,"16,376,210.27","408,079.00",40.13,United States,New York Stock Exchange Inc.,USD,1,USD,-
ZM,ZOOM COMMUNICATIONS INC CLASS A,Information Technology,Equity,"16,273,533.49",0.04,"16,273,533.49","187,721.00",86.69,United States,NASDAQ,USD,1,USD,-
PHM,PULTEGROUP INC,Consumer Discretionary,Equity,"16,108,874.31",0.04,"16,108,874.31","146,431.00",110.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
RF,REGIONS FINANCIAL CORP,Financials,Equity,"16,044,508.48",0.04,"16,044,508.48","651,157.00",24.64,United States,New York Stock Exchange Inc.,USD,1,USD,-
TWLO,TWILIO INC CLASS A,Information Technology,Equity,"16,025,641.00",0.04,"16,025,641.00","108,700.00",147.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
NTRS,NORTHERN TRUST CORP,Financials,Equity,"16,023,495.20",0.04,"16,023,495.20","140,804.00",113.8,United States,NASDAQ,USD,1,USD,-
ON,ON SEMICONDUCTOR CORP,Information Technology,Equity,"15,931,167.12",0.04,"15,931,167.12","303,798.00",52.44,United States,NASDAQ,USD,1,USD,-
HAL,HALLIBURTON,Energy,Equity,"15,921,458.28",0.04,"15,921,458.28","624,861.00",25.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
STE,STERIS,Health Care,Equity,"15,852,489.92",0.04,"15,852,489.92","70,318.00",225.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
WDC,WESTERN DIGITAL CORP,Information Technology,Equity,"15,839,189.60",0.04,"15,839,189.60","245,645.00",64.48,United States,NASDAQ,USD,1,USD,-
NVR,NVR INC,Consumer Discretionary,Equity,"15,827,788.75",0.04,"15,827,788.75","2,045.00","7,739.75",United States,New York Stock Exchange Inc.,USD,1,USD,-
ATO,ATMOS ENERGY CORP,Utilities,Equity,"15,751,357.84",0.04,"15,751,357.84","110,057.00",143.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
HSY,HERSHEY FOODS,Consumer Staples,Equity,"15,735,198.60",0.04,"15,735,198.60","103,290.00",152.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,Equity,"15,710,995.00",0.04,"15,710,995.00","76,639.00",205,United States,NASDAQ,USD,1,USD,-
WY,WEYERHAEUSER REIT,Real Estate,Equity,"15,668,924.31",0.04,"15,668,924.31","514,917.00",30.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
CBOE,CBOE GLOBAL MARKETS INC,Financials,Equity,"15,546,735.00",0.04,"15,546,735.00","75,105.00",207,United States,Cboe BZX,USD,1,USD,-
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,Equity,"15,544,564.49",0.04,"15,544,564.49","181,447.00",85.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,Equity,"15,464,179.45",0.04,"15,464,179.45","339,499.00",45.55,United States,New York Stock Exchange Inc.,USD,1,USD,-
EXPE,EXPEDIA GROUP INC,Consumer Discretionary,Equity,"15,450,364.67",0.04,"15,450,364.67","89,531.00",172.57,United States,NASDAQ,USD,1,USD,-
EME,EMCOR GROUP INC,Industrials,Equity,"15,443,238.69",0.04,"15,443,238.69","33,057.00",467.17,United States,New York Stock Exchange Inc.,USD,1,USD,-
CFG,CITIZENS FINANCIAL GROUP INC,Financials,Equity,"15,386,392.64",0.04,"15,386,392.64","318,427.00",48.32,United States,New York Stock Exchange Inc.,USD,1,USD,-
K,KELLANOVA,Consumer Staples,Equity,"15,342,048.26",0.04,"15,342,048.26","186,802.00",82.13,United States,New York Stock Exchange Inc.,USD,1,USD,-
PSTG,PURE STORAGE INC CLASS A,Information Technology,Equity,"15,230,589.35",0.04,"15,230,589.35","218,485.00",69.71,United States,New York Stock Exchange Inc.,USD,1,USD,-
NRG,NRG ENERGY INC,Utilities,Equity,"15,216,943.14",0.04,"15,216,943.14","147,294.00",103.31,United States,New York Stock Exchange Inc.,USD,1,USD,-
HUBB,HUBBELL INC,Industrials,Equity,"15,130,486.94",0.04,"15,130,486.94","38,306.00",394.99,United States,New York Stock Exchange Inc.,USD,1,USD,-
CINF,CINCINNATI FINANCIAL CORP,Financials,Equity,"15,112,039.89",0.04,"15,112,039.89","109,579.00",137.91,United States,NASDAQ,USD,1,USD,-
ES,EVERSOURCE ENERGY,Utilities,Equity,"14,995,868.44",0.04,"14,995,868.44","254,426.00",58.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
FWONK,LIBERTY MEDIA FORMULA ONE CORP SER,Communication,Equity,"14,916,654.60",0.04,"14,916,654.60","149,092.00",100.05,United States,NASDAQ,USD,1,USD,-
DVN,DEVON ENERGY CORP,Energy,Equity,"14,906,489.70",0.04,"14,906,489.70","446,035.00",33.42,United States,New York Stock Exchange Inc.,USD,1,USD,-
CNP,CENTERPOINT ENERGY INC,Utilities,Equity,"14,883,796.40",0.04,"14,883,796.40","458,810.00",32.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
